Duty,Reports,Departs,Location,Route,From,To,Arrival,Departure,Notes
435,,,PSQE,,Takes up at 17:00 PSQE,PSQE,,17:00:00,
435,,,Drimnagh Rd,122,PSQE,Drimnagh Rd,,18:00:00,
435,,,Ashington,122,Drimnagh Rd,Ashington,,19:30:00,
435,,,PSQE,,Ashington,PSQE,20:00:00,,
435,,,Takes Bus 2 (Route 9) at 21:00 PSQE,,PSQE,Takes Bus 2 (Route 9) at 21:00 PSQE,,,Takes Bus 2 (Route 9) at 21:00 psqe
435,,,Takes up at 20:00 PSQE,,Takes Bus 2 (Route 9) at 21:00 PSQE,Takes up at 20:00 PSQE,,,
451,09:37,,Reports at 09:37,,,,,,Duty 451 reports at 09:37
451,,09:45:00,Departs garage,SPL,Reports at 09:37,Departs garage,,09:45:00,
451,,,Charlestown,9,Departs garage,Charlestown,,10:15:00,
451,,,Limekiln,9,Charlestown,Limekiln,,11:35:00,
451,,,PSQW,,Limekiln,PSQW,12:25:00,,
451,,,Takes Bus 14 (Route 9) at 13:37 Garage,,,,,,Duty 451 Finished Duty
451,13:37,,Reports at 13:37,,,,,,Duty 451 reports at 13:37
451,,13:40:00,Departs garage,SPL,Reports at 13:37,Departs garage,,13:40:00,
451,,,Charlestown,9,Departs garage,Charlestown,,14:15:00,
451,,,Limekiln,9,Charlestown,Limekiln,,16:00:00,
451,,,PSQW,,Limekiln,PSQW,16:50:00,,
451,,,,,,,,,Duty 451 Finished Duty
452,10:02,,Reports at 10:02,,,,,,Duty 452 reports at 10:02
452,,10:10:00,Departs garage,SPL,Reports at 10:02,Departs garage,,10:10:00,
452,,,Charlestown,9,Departs garage,Charlestown,,10:40:00,
452,,,Limekiln,9,Charlestown,Limekiln,,12:15:00,
452,,,PSQW,,Limekiln,PSQW,13:10:00,,
452,,,Takes Bus 5 (Route 122) at 14:10 PSQW,,,,,,Takes Bus 5 (Route 122) at 14:10 psqw
452,,,Takes up at 14:10 PSQW,,,,,,
452,,,PSQW,,Takes up at 14:10 PSQW,PSQW,,14:10:00,
452,,,Ashington,122,PSQW,Ashington,,14:50:00,
452,,,Drimnagh Rd,122,Ashington,Drimnagh Rd,,16:20:00,
452,,,Ashington,122,Drimnagh Rd,Ashington,,17:50:00,
452,,,PSQE,,Ashington,PSQE,18:20:00,,
452,,,,,,,,,Duty 452 Finished Duty
452,,,Phibsboro,ROUTE 122,PSQE,Phibsboro,,,
453,,,Takes up at 13:10 PSQW,,,,,,Takes Bus 11 (Route 9) at 13:10 psqw
453,,,PSQW,,Takes up at 13:10 PSQW,PSQW,,13:10:00,
453,,,Charlestown,9,PSQW,Charlestown,,13:45:00,
453,,,Limekiln,9,Charlestown,Limekiln,,15:30:00,
453,,,PSQW,,Limekiln,PSQW,16:20:00,,
453,,,,,,,,,Duty 453 Finished Duty
453,,,,,,,,,Duty 453 Finished Duty
453,,,Phibsboro,ROUTE 9,PSQW,Phibsboro,,,
453,,,Takes up at 10:30 PSQE,,,,,,Takes Bus 6 (Route 9) at 10:30 psqe
453,,,PSQE,,Takes up at 10:30 PSQE,PSQE,,10:30:00,
453,,,Drimnagh Rd,122,PSQE,Drimnagh Rd,,11:20:00,
453,,,PSQW,,Drimnagh Rd,PSQW,12:05:00,,
453,,,Takes Bus 7 (Route 9) at 13:10 PSQW,,,,,,Takes Bus 7 (Route 9) at 13:10 psqw
454,,,Takes up at 10:40 PSQW,,,,,,
454,,,PSQW,,Takes up at 10:40 PSQW,PSQW,,10:40:00,
454,,,Ashington,122,PSQW,Ashington,,11:10:00,
454,,,Drimnagh Rd,122,Ashington,Drimnagh Rd,,12:40:00,
454,,,Ashington,122,Drimnagh Rd,Ashington,,14:10:00,
454,,,PSQE,,Ashington,PSQE,14:45:00,,
454,,,Takes Bus 9 (Route 122) at 15:45 PSQE,,,,,,Takes Bus 9 (Route 122) at 15:45 psqe
454,,,Takes up at 15:45 PSQE,,,,,,
454,,,PSQE,,Takes up at 15:45 PSQE,PSQE,,15:45:00,
454,,,Drimnagh Rd,122,PSQE,Drimnagh Rd,,16:40:00,
454,,,Ashington,122,Drimnagh Rd,Ashington,,18:10:00,
454,,,Drimnagh Rd,SPL,Ashington,Drimnagh Rd,19:30:00,,
454,,,Phibsboro Garage,,Drimnagh Rd,Phibsboro Garage,20:05:00,,
454,,,,,,,,,Duty 454 Finished Duty
455,,,Takes up at 11:10 PSQW,,,,,,
455,,,PSQW,,Takes up at 11:10 PSQW,PSQW,,11:10:00,Duty 455 Finished Duty
455,,,Charlestown,9,PSQW,Charlestown,,12:00:00,
455,,,Limekiln,9,Charlestown,Limekiln,,13:45:00,
455,,,Charlestown,9,Limekiln,Charlestown,,15:30:00,
455,,,PSQE,,Charlestown,PSQE,16:05:00,,
455,,,Takes Bus 4 (Route 9) at 17:20 PSQW,,,,,,Takes Bus 4 (Route 9) at 17:20 psqw
455,,,,,,,,,Duty 455 Finished Duty
455,,,Phibsboro,ROUTE 9,Takes Bus 4 (Route 9) at 17:20 PSQW,Phibsboro,,,
455,,,Takes up at 17:20 PSQW,,,,,,Duty 455 takes up at 17:20 psqw
455,,,PSQW,,Takes up at 17:20 PSQW,PSQW,,17:20:00,
455,,,Charlestown,9,PSQW,Charlestown,,18:00:00,
455,,,Limekiln,SPL,Charlestown,Limekiln,19:35:00,,
455,,,Phibsboro Garage,,Limekiln,Phibsboro Garage,20:15:00,,
455,,,,,,,,,Duty 455 Finished Duty
455,,,,,,,,,Duty 455 Finished Duty
456,,,Takes Bus 8 (Route 122) at 16:15 PSQW,,,,,,Takes Bus 8 (Route 122) at 16:15 psqw
456,,,Takes up at 16:15 PSQW,,,,,,
456,,,PSQW,,Takes up at 16:15 PSQW,PSQW,,16:15:00,
456,,,Ashington,122,PSQW,Ashington,,16:50:00,
456,,,Drimnagh Rd,122,Ashington,Drimnagh Rd,,18:20:00,
456,,,Ashington,SPL,Drimnagh Rd,Ashington,19:40:00,,
456,,,Phibsboro Garage,,Ashington,Phibsboro Garage,20:05:00,,
456,,,,,,,,,Duty 456 Finished Duty
456,,,Phibsboro,ROUTE 122,Phibsboro Garage,Phibsboro,,,
457,,,Takes up at 16:50 PSQE,,,,,,Duty 457 takes up at 16:50 psqe
457,,,PSQE,,Takes up at 16:50 PSQE,PSQE,,16:50:00,
457,,,Limekiln,9,PSQE,Limekiln,,18:00:00,
457,,,Charlestown,SPL,Limekiln,Charlestown,19:30:00,,
457,,,Phibsboro Garage,,Charlestown,Phibsboro Garage,20:00:00,,
457,,,,,,,,,Duty 457 Finished Duty
457,,,,,,,,,Duty 457 Finished Duty
457,10:57,,Reports at 10:57,,,,,,Duty 457 reports at 10:57
457,,11:05:00,Departs garage,SPL,Reports at 10:57,Departs garage,,11:05:00,
457,,,Charlestown,9,Departs garage,Charlestown,,11:40:00,
457,,,Limekiln,9,Charlestown,Limekiln,,13:15:00,
457,,,Charlestown,9,Limekiln,Charlestown,,15:00:00,Duty 457 Finished Duty
457,,,PSQE,,Charlestown,PSQE,15:35:00,,
457,,,Takes Bus 5 (Route 9) at 16:50 PSQE,,,,,,Takes Bus 5 (Route 9) at 16:50 psqe
458,11:07,,Reports at 11:07,,,,,,Duty 458 reports at 11:07
458,,11:15:00,Departs garage,SPL,Reports at 11:07,Departs garage,,11:15:00,
458,,,Limekiln,9,Departs garage,Limekiln,,12:00:00,
458,,,PSQW,,Limekiln,PSQW,12:55:00,,
458,,,Takes Bus 6 (Route 122) at 14:05 PSQE,,,,,,Takes Bus 6 (Route 122) at 14:05 psqe
458,,,Takes up at 14:05 PSQE,,,,,,
458,,,PSQE,,Takes up at 14:05 PSQE,PSQE,,14:05:00,
458,,,Drimnagh Rd,122,PSQE,Drimnagh Rd,,15:00:00,
458,,,Ashington,122,Drimnagh Rd,Ashington,,16:30:00,
458,,,PSQE,,Ashington,PSQE,17:00:00,,
458,,,,,,,,,Duty 458 Finished Duty
458,,,Phibsboro,ROUTE 122,PSQE,Phibsboro,,,
458,,,Reports at 10:57,,Phibsboro,Reports at 10:57,,,
458,,11:05:00,Departs garage,SPL,Reports at 10:57,Departs garage,,11:05:00,
458,,,Ashington,122,Departs garage,Ashington,,11:30:00,
458,,,Drimnagh Rd,122,Ashington,Drimnagh Rd,,13:00:00,
458,,,Ashington,122,Drimnagh Rd,Ashington,,14:30:00,
458,,,PSQE,,Ashington,PSQE,15:05:00,,
